,tweet_id,author_id,conversation_id,text
25,1402632392926433289,123955962,1402632046862872576,"Además, quieren validar la inmigración ilegal de miles de personas, abriendo de par en par nuestras fronteras https://t.co/7vwylVLLKq"
26,1394996339260395525,118671515,0,"☁ #BuenosDíasTVN 

Denuncia del #BDAT termina con masivo allanamiento de edificio y operativo antidrogas

Más detalles ⬇
https://t.co/A10F5VWUoE https://t.co/UWhSe0eiGl"
27,1404906766253572099,1258151518039085056,0,"Fin de la semana 67 desde el primer caso de #COVID19 en Chile:

- 460.500 tests PCR (N°2).
- Media semanal positividad sintomáticos (reales propulsores de la enfermedad): 7,5%.

Tests suben y positividad baja. Nada de esto tiene que ver con los encierros. Hasta cuánto aguantas? https://t.co/tlmyNCk1O1"
28,1404479811498778625,1201673150561431554,0,"El Colegio Médico propone “apagar” la RM para terminar con el coronavirus. Es evidente que su propuesta es seguir encerrando a la gente, son comunistas, son enemigos de la libertad. Receta añeja y fracasada que en Argentina lo hicieron por meses y no funcionó. Clave AUTOCUIDADO"
29,1381334777622638592,1203381356421623809,0,"Es un hecho que los inmigrantes ya están todos aquí, incluso los mismos inmigrantes están felices porque ya no tendrán más competencia en su trabajo.
El Chileno en un rincón, mirando como él se esforzó, pago impuestos y otros obtienen mejores beneficios sin haber hecho nada...."
30,1395463013357002757,70878608,0,"Hace menos de un año, muchos tuiteros de derecha decían que el Comunismo en Chile era el 5%. Yo les decía que no, que entre los comunistas y neomarxistas eran por lo menos el 30% del electorado, pero me decían que era un chanta, que estaba loco... 🙄🙄🙄"
31,1399724285430804489,1452353106,0,🔴 Ambulantes agreden criminalmente a jefe de estación de Metro. Se encuentra internado en Mutual de Seguridad. #ChileAgoniza https://t.co/TmQikhxSpo
32,1400869820653092866,1085505375904899072,0,"🔴Un hombre venezolano fue detenido por porte de droga y por intentar sobornar a Carabineros en la comuna de Independencia.

https://t.co/kmP9RSDWbi"
33,1379988131131363335,1143878995148189696,0,"ES INACEPTABLE,EN MARZO ENTRARON POR EL AEROPUERTO 22 HAITIANOS CON PCR FALSOS,LA PDI LOS DETECTÓ,PERO LO CÓMICO,ES QUE NO LOS EXPULSARON,LOS DEJARON ENTRAR Y QUE ESPEREN LA CITACIÓN;2 DÍAS DESPUÉS ENTRARON 24 HAITIANOS MÁS CON PCR FALSOS Y PASO LO MISMO,ENTREN A CHILE ES LA PAPA"
34,1404524276535939075,150033003,0,"Santiagueños ql, se farrearona Oliva.
Eran 4 años pa cagarnos de la risa"
35,1407080305232646145,939296613201215488,0,"CHILE,  DENUNCIAN  100 posibles CONTAGIOS TUBERCULOSIS !! https://t.co/tdnChfB8Q3"
36,1386659768555687936,106078142,1386508618879717376,"@Ciudadanolevi1 @PabloFdezD @T13 Los haitianos acostumbran a eso, están super bien enseñados, igual en los trabajos,  cualquier cosa corren a la inspección del trabajo,  tratan se sacar provecho de todo!"
37,1382026815951241216,1163511629742563328,0,"El hecho que Pamela Jiles sea una opción real a la presidencia, da una señal de lo enferma que está nuestra sociedad, y demuestra que el problema es la clase política. Ella debería estar en el sicologo por manipuladora, nunca legislando, pero hay gente que la encuentra ""Chora"""
38,1394469600599871488,4019595381,0,"El wn barsa
Váyase a las condes, a ver si allá lo tratan mejor
Sacowea

#venezofachos https://t.co/IgFcAlwv1N"
39,1394702483176448002,360657563,0,"NO OLVIDAR: El día que los #venezofachos junto con militantes de la UDI, frente a la embajada de Venezuela, se burlaron de las víctimas de la dictadura militar de Pinochet, escoltados y protegidos por carabineros de Chile. 

miserables!

#Bienvenidos13
#MuchoGustoMega
#ContigoCHV https://t.co/7WtTiRy9NK"
40,1384668198398799872,137920398,0,Comenzaron los Simios a destrozar la ciudad.
41,1394501996565213184,3864227620,0,"Otra vez andan webeando los venezofachos? estoy lejos de ser xenofobo pero wn nunca he visto x ejemplo a un peruano o boliviano opinando de la misma forma, en cambio con estos no hay conversa sin que te hablen del comunismo y que es lo bueno o lo malo para Chile. Insufribles..."
42,1384708715941597186,1358302146442235905,0,"Putos negros

Bottom Text"
43,1387494286304948225,7668952,0,"[Fotos] ""Migrar es un derecho"": Extranjeros protestaron con overoles en Plaza de Armas #CooperativaEnCasa https://t.co/4YyJdMy0sg https://t.co/TcBZLuY3f5"
44,1405161114535608323,360171309,0,🔴Ahora: investigación de SACFI @fiscaliaoriente y @PDI_CHILE permitió la detención de 7 imputados por robo con violencia e intimidación de relojes de alta gama en @lo_barnechea @MuniVitacura @Muni_provi @Muni_LasCondes: incluso hirieron a funcionario de seguridad municipal. https://t.co/PqzRzWtSI1
45,1391136492655976451,977685742448267264,0,"Yo también estoy en alerta. ¿Ni siquiera 30?
Señores del @GobiernodeChile Sr @allamand Sr @bprokurica señores Les informo que diariamente entran mucho más qué 30 migrantes ilegales al día por nuestras fronteras mucho más Por ende es una vergüenza
 https://t.co/yIJgj3C6cJ"
46,1400458339369115651,338694852,1400443470767067136,@jdelacato10 No va a jugar bobo hpta y siga llorando chileno sin mundial.
47,1378513023267135490,396077958,1378506562642325504,Crímenes los que habrás cometido tu que tienes alta puñalada en el pecho qlq https://t.co/ULRnJJskgM
48,1386358573060472833,902589617463074817,1386354898393092096,"@jesusbarrazahe1 @Urii10DO @elchiringuitotv Eres de Chile, tu opinión no cuenta hijo de la grandísima puta"
49,1402683668926246914,76931020,0,El fin de semana fueron deportados 56 venezolanos https://t.co/sryxAaPw6K
50,1403713586300608521,7668952,0,Gobierno ha expulsado a 1.401 migrantes desde el 2018 por razones administrativas #CooperativaEnCasa https://t.co/IT7DmNgXIu https://t.co/qUwdxH542u
51,1390088133543403528,1122996367675281409,1390084665759969280,"@melnicksergio @DraMLCordero Patricia, ¿qué has hecho  tu por los inmigrantes?"
52,1372541423589978113,62937960,0,"Investigación de la Brigada de Delitos Sexuales Metropolitana llevó a la detención del presunto autor del delito de violación de una adolescente (mayor de 14 de años) y robo con violación, ocurridos en febrero y octubre de 2019.

#InvestigarEstáEnNuestroADN https://t.co/6DhaZD34V6"
53,1407438501189148675,1194039091131760641,1407433266169327616,@CapitanBitcoin Y esto quien lo dice? Usted no? Se ha sacado el ranking de donde?
54,1390486718344744968,24952459,0,"Increpó a un grupo de repartidores por pasarse una luz roja, lo insultaron y uno de ellos le disparó quitándole la vida. Es parte de la historia de un taxista asesinado en Pudahuel y hoy sus hijos claman justicia #ReportajesT13

EN VIVO 📺 #T13Central » https://t.co/E1tvIn6RLs https://t.co/uRnHnRrv1M"
55,1376137720590954501,866493324,0,"Daniel Matamala, Activista, ¿Quien teme a IZKIA? hace defensa tenaz, indica que se le ataca por gravedad de la Pandemia. Es falso, se critico su lenguaje soez contra las autoridades que nos mantienen vivo. No es machismo y tampoco el guardia es EE.PP. es de una empresa particular"
56,1372629294443290625,3321709924,0,"Colombiano expulsado, condenado por robo con violencia ... volvió a aparecer en Chile a las pocas semanas ...

y ahora violó a dos menores!!!

Por qué a los delincuentes caribeños les gusta Chile???

Ofrezco una hipótesis ... cuentan con la protección del ""buenismo chileno""."
57,1406600336844988416,14638581,0,"Chile y otros países sudamericanos que más han expulsado venezolanos: ""Mejor váyanse""

https://t.co/Qflp2G9dCL"
58,1402351688430784516,1006116469,1402350181002141696,"@carlawildman Me has visto defendiendo a Maduro y opinando de Venezuela... dejen de meterse en Chile. Nadie les pide sus opinión. 

Si eres Venezolano y defiendes a la Derecha en Chile, simplemente apoyas a los genocidas. Y si no les gusta... ya saben la puerta es ancha."
59,1408317324554289156,24952459,0,"[VIDEO] Cuestionamientos de Corte Suprema: Nueva expulsión de migrantes en medio de críticas

https://t.co/lVaw67EoKq"
60,1407815425040265217,1212195109527158784,1407815132047187968,@vasrifo la xenofobia no es una opinión.
61,1381621901601148936,362569197,1381391656079998976,"@AUSTRIACOCARLIT @DptoExtranjeria @sebastianpinera @GobiernodeChile @presidencia_cl @min_interior @Sub_Interior Es triste leer tantos comentarios xenofobicos, acaso de olvidan que todos venimos de descendencia migrante, a menos que seas una mapuche 100% pura, lamento decirte que tampoco sos de este país, sos migrante, al igual que los que críticas, un abrazo!"
62,1407543971367243780,787682342370435072,0,Que Xuxa hace una venezolana en un debate de precandidatos a la presidencia de Chile?.. #DebateCNNCHV https://t.co/KpwRkaJVAh
63,1408103552300503043,183281288,0,"Gobierno realiza nueva expulsión colectiva de migrantes https://t.co/OSoKf0Mm71 

NOTICIA FALSA, SON DELINCUENTES"
64,1404656432864182272,1537362764,1404516971425767424,"@FontirroigPablo @a_hollstein @pdazan @DrEnriqueParis Y qué?... son inmigrantes irregulares pero siguen siendo seres humanos! 
En este país en dónde se ha robado tanto, ponga sus energía en exigir esas devoluciones, UDI, FFAA y Carabineros 
Y Usted no parece chileno."
65,1409318786579193857,809836873791270912,0,"Se supone que los haitianos vendrían a enriquecer nuestra cultura, forma de vida, gastronomía, que eran profesionales, poliglotas, excelentes seres humanos y trabajadores, respetuosos de nuestras leyes, buenos vecinos y muy muy limpios.🤔🤔🙈🙈😆😆"
66,1400627143722295296,1187923312372076547,0,"Ayuda memoria:

-La izquierda nunca tuvo los votos para desmantelar el sistema de AFP, la derecha le entregó sus votos.
-La izquierda nunca tuvo los votos para reformar la constitución, la derecha le regaló un acuerdo (rechazo/apruebo).

No es tema de votos, es de convicciones."
67,1385329178191572995,14638581,0,🟡EN DESARROLLO | Taxista muere baleado tras presunto altercado con repartidor de delivery en Pudahuel. https://t.co/1aDKTiy4rJ
68,1411735023309496321,141273706,0,Hey boots y trolls en vez de preocuparse por donde nací! Miren el momento histórico que están viviendo y reconozcan que Chile cambio incluyendo a los migrantes que lo elegimos como hogar #ConvencionConstitucional
69,1398273313387040769,87325005,0,"🗺️Como siempre muy veraz Axel Kaiser❗️
🗺️Análisis actual de nuestro querido Chile❗️
🗺️Dan ganas de llorar como destruyen los ignorantes q no manejan los índices menos las cifras y como se analizan los países❗️
#QueSeVayanTodos Los comunistas de Chile❗️ https://t.co/XrhvmZ93De"
70,1374665332812615681,201493641,0,"PDI detuvo a 22 extranjeros que portaban PCR falsificado en el Aeropuerto de Santiago
 https://t.co/N00M7OS6jr https://t.co/oNFwQ54Yld"
71,1407783027959345155,3223771,0,Video revela momento clave en caso de joven calcinado: sujeto le roció líquido https://t.co/iL3OrChAtN https://t.co/tTZ53KQoQz
72,1386451269225693188,79561599,0,Dudamel: “Yo no he pensado en renunciar”. @Cooperativa @alairelibrecl #CooperativaEnCasa https://t.co/bsaavqjhEl
73,1395795208240078849,100824459,0,Expertos de la ONU piden al gobierno de Chile detener “de inmediato” expulsiones colectivas de migrantes Angélica➡️ https://t.co/cExsjvpPcb https://t.co/wuXwEvLfFL
74,1389245569873350664,2800258861,0,""" Bachelet la MADRINA del trafico de Haitianos "" https://t.co/Ypq8N35RWu"
75,1377001849904115713,251882678,0,"https://t.co/ibKSd56xmx Hace unos días fueron otros 25 . ¿ y cuantos mas?. El tiempo, en este aspecto y otros relacionados con el mismo fenómeno, lamentablemente, se empeña en darme la razón. Quisiera haberme equivocado."
76,1409692621962768390,1209797287381274626,0,"Bienvenidos a Estocolmo , Chantiagozuela

Llegó IRACI a legalizar ambulantes https://t.co/olSygdkSfk"
77,1400834112294948869,51326671,0,"Sujeto intentó sobornar a carabineros con transferencia bancaria: Fracasó y será imputado por cohecho

https://t.co/rG7eTWQsNj"
78,1401613350551883782,123955962,0,"Apostamos por el mal menor y terminamos con un gobierno que nos llevó a un desastre peor. Vamos a impulsar una plataforma por la libertad que supere la lógica de Chilevamos y que recupere Chile para los chilenos, con identidad y convicción. 

Mi entrevista en @latercera hoy https://t.co/cwvqkEXBkc"
79,1377975948050579456,114834301,0,"Pedir la renuncia del Ministro Paris es absurdo, dañino, e injusto."
80,1373295562737520640,7668952,0,Embajador haitiano en Chile es acusado de violación por una coterránea #CooperativaEnCasa https://t.co/vDyfLREciC https://t.co/5aXDTvnTcJ
81,1372748931541573632,7668952,0,"Cuatro de cada 10 inmigrantes en Chile no han recibido ayuda estatal durante la pandemia, según estudio #CooprativaEnCasa https://t.co/fY24bIfgCr https://t.co/P2xemyJMYU"
82,1374082933129105416,193914536,0,"Bachelet sin preguntar nada a nadie , aumento el número de parlamentarios para que el congreso  finalmente se convirtiera en el peor de la historia"
83,1389277459879800832,1308229735017742337,0,"Me acaban de informar que unos Haitianos se están tomando unas Parcelas de nuestra Familia en el Sector de Placilla, antes de llegar a Valpo. 
Denuncia a Carabineros, querella por usurpación, me apena ser Abogado y saber que ésto casi no funciona, pero daré la pelea!!🤦🤦☹️☹️"
84,1375198364866863108,197473435,0,"Según un estudio de Techo Chile, el mayor número de campamentos está en las regiones de Valparaíso y Metropolitana https://t.co/q3XhgbmcKy"
85,1491461281651462144,106791348,1491459580651401216,"@hferriq2021 @chavitodelcolo @Forever_Cruzada @latercera @nestor_hs Firmo el tratado pero luego nuevamente convocó a la guerra y murió en batalla, monja awn. https://t.co/2Jy4re0IGJ"
86,1467287087162413059,763493935956291585,0,Jamás esta. CAMPEON HAY UNO SOLO https://t.co/KS178I6xcG
87,1483924126364483584,2444041334,0,"El General Luis Felipe Cuellar, señaló que en caso d recibir algún ataque armado,el personal de ejercito responderá con armas de fuego,además realizó un ""llamado a los encapuchados que han realizado ataques contra civiles a enfrentarse con el personal de las fuerzas armadas"" https://t.co/lSno8RG7wE"
88,1453040560151973894,229935065,1452791351800647680,"Y, ¿Cómo les fue a los comandos? 🤣 https://t.co/KftkFSw0cQ"
89,1484161569592332288,14638581,0,"Huilcamán por desafío de Cuéllar a homicidas en la Macrozona Sur: ""Está provocando la rebelión""  https://t.co/tWq91T1hZi"
90,1490752531185684487,1413462141579968514,1490701716475584512,@BienTwitero Cuanto por una licencia medica dada por un machi
91,1490739909715546123,14638581,0,Fiesta en lanchas en Pucón incluyó helicóptero: Armada buscará identificar a participantes  https://t.co/xrmEZbMeAt
92,1490891492616925189,1461433744309379072,1490891374102978560,@eladiofloresHu1 @ElisaLoncon @MartaLargos @arielroberts @Karolcacerola @dagaemcri @TIO_LEGUAS @jandresgn Los mapuches no son chilenes 👍
93,1464363802724470786,1309737469550698496,0,"Amigos queridos se agradece infinito el esfuerzo y  apoyo a esta campaña de ayuda a 8 familias que perdieron todo en un ataque incendiario, aquí lo reunidos y agradecimiento de las familias que deberán irse del lugar por las amenazas que han recibido #TodosSomosCarahue https://t.co/4dDTvndFDY"
94,1456991242433318915,186974670,0,"Me tiene podrido el conflicto mapuche y el terrorismo en la Araucanía, mi voto listo!! 

Llaitul tiene los días contados!! https://t.co/zoHXeO7l7G"
95,1456026691315322882,1087547207539220480,0,"Lamentamos la muerte de un comunero mapuche el día de hoy en Tirúa.
Aprovechamos de recordar  @convencioncl y a @ElisaLoncon que entre los 33 asesinados por el Narcoterrorismo de la Macrozona Sur, también hay una serie de Comuneros de los cuales jamás ha hecho mención.
Muppa https://t.co/c0Y4GkfTD0"
96,1460016644856680456,3116064845,0,"""Negro culiao facho"" y ud sra se ha visto en un espejo? https://t.co/GJCyLLnrRK"
97,1472691882119421963,222916803,1472689078244020224,@HerreraNegre Los mapuches no votan
98,1456104858444918785,64244369,0,Uuuuuuyyyy💅 https://t.co/KCdxiN6n87
99,1453091350128349185,51326671,0,"“Mi casa, mi perro”: Video capta a niño llorando al ver su casa en llamas por ataque incendiario en Carahue

https://t.co/ogSg77cJf4"
100,1482030271092375552,14638581,0,"Incautan 271 plantas de marihuana, armas y dinero desde 3 inmuebles en comunidad mapuche en Ercilla  https://t.co/wI4UUCYISY"
101,1478190470685728768,14638581,0,Comunidad mapuche se adjudica toma de predio forestal en Osorno  https://t.co/FLRboxMEN8
102,1456775038116446210,90227660,0,"#ENVIVO | Violenta jornada de ataques incendiarios en la Araucanía. #24HorasCentral

📡Sigue la señal en vivo #24Play ➡ https://t.co/mi3yDUstrf https://t.co/jw5IgbLuZa"
103,1456391411478274050,123955962,0,"Cuesta entender por qué Gabriel Boric no reconoce la existencia de terrorismo en Chile. Grupos armados, con alto poder de fuego y que amedrentan y amenazan a la población y fuerzas de seguridad.

No puede ser Presidente quien carece de sentido común y de liderazgo para gobernar https://t.co/ykKQhSSAoo"
104,1461805754785181699,14638581,0,El extraño video donde profesor afirma que grupo armado recuperó furgón escolar tras ataque en Tirúa  https://t.co/ZK8aMuugYB
105,1456023050206466054,191894994,0,"Infantes de marina han asesinado a un comunero mapuche identificado como Jordan Liempi Machacan de 23 años y han dejado otros cuatro heridos, uno en riesgo vital, en #Cañete. Imágenes de los impactos de bala al interio de vehículo de comuneros https://t.co/sGCHunpjS7"
106,1473678457162940422,100824459,0,No parará ni con Piñera ni con Gabriel Boric: Resistencia Mapuche se adjudica ataque terrorista en Lago Lanalhue➡️ https://t.co/Vqw7l9dZwN
107,1456647311367360518,14445094,0,"Paco pisando bandera mapuche. Vergüenza mundial!
foto: @folilpueller

#verguenzamundial
#mapuche 
#pacos
#carabineros 
#fuerzacultural https://t.co/qnil3vJUZh"
108,1473236385918164994,32715339,0,"Esperaron el resultado de las elecciones para volver con sus atentados, malditos sean la APRA y todos quienes usan a los inocentes para sus fines 
Esta vez se metieron con mi papá 
@gabrielboric
@izkia 
Esto es en el lago Lanalhue, Contulmo, el día de hoy https://t.co/U1gK0w2gpO"
109,1473337823617032195,1136010320726712320,0,Nuestro compromiso con La Araucania es real. ¡No los dejaremos solos! Gracias @ruth_uas por defender siempre un Chile en paz 🇨🇱 https://t.co/8reZouvnvV
110,1489319764208099335,152325528,0,AHORA | Cocaína envenenada: piedrazos y corridas en Puerta 8 ❌ Familiares de las víctimas cortan Ruta 8 y Buen Ayre. https://t.co/yXiNz44kdy
111,1484213090061332481,24952459,0,"🔹 ""Provocación innecesaria"": Oposición critica a general Cuellar por instar a atacar a Fuerzas Armadas

https://t.co/VpIzxZZQrr"
112,1484087441216602114,128223867,1484084834259685376,@adnradiochile @Sougarret @LeonardoHonores @GraceAlbornoz La pregunta es: porqué ya no está fuera???
113,1456059021228535810,73981088,1456012703059808256,"Basta de muerte! Estos gravísimos hechos no pueden seguir. Exigimos rigurosa investigación sin espacio para la impunidad. Como ha quedado demostrado una vez más, la violencia trae más violencia y solo el diálogo nos puede llevar a una solución. No a la militarización. https://t.co/gYSIwqomRU"
114,1455585583443632129,872856371867394049,1455535403704913920,"@YoBlumen APRA que investigar,  quien APRA Sido. No tengo dudas que APRA investigación,  super objetiva"
115,1459628788103331842,376516710,0,"Hoy estuve en la #MarchaDelOrgullo porque estamos construyendo una democracia amplia, sin exclusión y respetándonos entre todas todos y todes. Porque en la diversidad está la riqueza de la humanidad. Mañum por todo el cariño, el apoyo y todas las muestras de afecto, pu Lamgen. https://t.co/Q0mgIbbzUT"
116,1456047423973961731,201493641,0,"Machi Francisca Linconao emplazó a Presidente Piñera tras muerte de comunero en Cañete: “Que retire sus carabineros y los militares. Si no, que renuncie mañana mismo” https://t.co/X8689AIDFr https://t.co/zXEIhIB2xa"
117,1456023419611398146,1191479712738107392,0,"Enfrentamiento entre personal del ejército y comuneros mapuches, en Cañete https://t.co/QGxjl1mu2O"
118,1458584220922789889,103074420,0,"¡GOOOOOOL!

95' ¡Penal de Emiliano Amor le da la ventaja a Colo Colo!

@ColoColo 1-0 @cdmelipilla

#CCMELxTNTSports

Disfruta del Campeonato Nacional, Clasificatorias Sudamericanas y más en vivo en Estadio TNT Sports. Suscríbete ahora: https://t.co/zpFQAAUrar https://t.co/y5e4BY5259"
119,1460801104929828874,978326031768711173,0,perdí mi orgullo para intentar preguntarle si YO hice algo mal para q ni se digne a responderme
120,1482407712587718661,933174235303948289,1482407445876015104,@vichvqll @papi_papiking @v_ddiaz @ClubAmerica Tu mamá la putona!!!!
121,1482408042616352771,1374053224852885510,1482407712587718656,@EricEspadas2 @papi_papiking @v_ddiaz @ClubAmerica cierra el hocico indígena culiao
122,1458224597002858503,149009036,0,"Santiago Wanderers nose merecía un Final así, da rabia e impotencia por toda la gente del Puerto, su hinchada Fiel a sus colores y principios, a su capitán que no lo dejaron jugar como Rony Fernández.Fuerza Caturros que no hay mal que por bien no Venga. https://t.co/STTa3CmXpL"
123,1465117860171243522,774018347981758465,1465107239383941120,"@ramiro_gyt @MatiCarCarp94 @chceriani Por lo menos festejo el tornel de river , cordobés doblea casaca hijo de mil putaaaaaaa"
124,1458598695549771779,1372377929125142531,1458589727716614144,@VaryBass @rtorres11 Pendiente frío y la conchetumadre
125,1456037774239440905,1297981101445492736,1456027012116754432,"@T13 “Los milicos” que se creerá esta weona! Matanza? 
CARA DE RAJA!!!! A más de 33 personas han matado los mapuches de la CAM, han destruido familias y quemado personas!!! DE QUÉ HABLAS, INFELIZ! 
Si se enfrentan armados a las ffaa y de seguridad, son abatidos en su LEY!"
126,1456772233964048386,2775303329,0,LA ARAUCANÍA https://t.co/VvQNdSZsdm https://t.co/ubOzFp70U3
127,1473066733359484936,1426958324050825223,0,tu vieja no te quiere https://t.co/jbxhKRsUNc
128,1456394461022277635,622098575,0,#LonconRenuncia ya está N°1 y ahí debe quedarse...que escuche esta sra y se de cuenta que nadie la respeta...
129,1455218006762479625,67241289,0,Todos a votar por Kast sin falta!!! No se nos dará otra oportunidad cómo esta!!! #VotaKast #AtreveteConKast #AtrevetePorChile #AtreviDos https://t.co/HdH1ptXWZv
130,1454957941824569348,1430213406884343810,0,"Es bien cara dura la Elisa Loncón, ahora  sale con que el próximo gobierno tiene que respetar su Constitución, cuando ella y los constituyentes que la secundan se han destacado por no respetar la actual Constitución, a vista y paciencia de todos los chilenos."
131,1456346744489402372,253624003,0,Violento ???? https://t.co/ngbxuIiI7x
132,1453805930533982208,292008829,0,Carta de un Juez de verdad a la Loncon. https://t.co/oZc3sPYCSO
133,1487022285856849921,112523709,0,"🇨🇱🗣️ Gary Medel respondió a las quejas de la Selección Argentina por el trato en Chile

💬 ""Eso también nos pasa a nosotros. Se la tienen que comer calladitos. Ellos nos hicieron ir a Buenos Aires y después a Santiago del Estero. No tienen nada que decir"" https://t.co/lPyQSOXnRc"
134,1485124346339201026,1408292448426774528,1485072874729705472,@patoosaucedooo Perdio talleres 🤪🤪
135,1478185449680211972,1241766521409544195,1478171800743804928,@naza_vivanco trata mejor a tu familia ✋🏻😔
